Airline,Source,Destination,Total_Stops,Day,Month,Total_Duration
IndiGo,Chennai,Kolkata,0,1,3,1.4166666666666667
Air India,Delhi,Cochin,1,15,6,2.3333333333333335
Jet Airways,Banglore,Delhi,0,27,4,20.916666666666668
Jet Airways,Delhi,Cochin,2,6,6,3.0
Jet Airways,Mumbai,Hyderabad,0,6,5,9.333333333333334
Jet Airways,Delhi,Cochin,2,9,3,1.4166666666666667
Air India,Kolkata,Banglore,2,1,4,20.083333333333332
Air India,Delhi,Cochin,1,1,3,22.416666666666668
Jet Airways,Kolkata,Banglore,1,6,6,22.5
Jet Airways,Banglore,Delhi,1,6,3,9.833333333333334
SpiceJet,Chennai,Kolkata,0,27,3,18.166666666666668
Multiple carriers,Delhi,Cochin,1,6,6,2.3333333333333335
Multiple carriers,Delhi,Cochin,1,15,5,11.75
IndiGo,Mumbai,Hyderabad,0,21,3,11.0
Jet Airways,Delhi,Cochin,1,9,3,1.4166666666666667
Air India,Delhi,Cochin,2,24,6,26.166666666666668
Multiple carriers,Delhi,Cochin,1,1,6,23.666666666666668
Jet Airways,Delhi,Cochin,1,9,5,15.333333333333334
Air India,Banglore,Delhi,0,12,6,11.0
IndiGo,Delhi,Cochin,1,1,6,2.8333333333333335
Air India,Delhi,Cochin,2,27,6,5.416666666666667
Jet Airways,Kolkata,Banglore,1,24,5,19.666666666666668
SpiceJet,Mumbai,Hyderabad,0,21,5,15.166666666666666
Vistara,Kolkata,Banglore,1,24,5,1.5
Jet Airways,Delhi,Cochin,2,21,3,27.083333333333332
Jet Airways,Delhi,Cochin,2,3,6,32.083333333333336
Jet Airways,Delhi,Cochin,2,27,3,13.5
Air India,Delhi,Cochin,1,6,6,26.166666666666668
IndiGo,Delhi,Cochin,1,12,6,23.666666666666668
Jet Airways,Banglore,Delhi,0,6,6,6.916666666666667
SpiceJet,Kolkata,Banglore,0,18,5,3.0
Multiple carriers,Delhi,Cochin,1,3,6,2.5
Vistara,Banglore,Delhi,0,12,6,15.416666666666666
SpiceJet,Banglore,Delhi,0,1,4,2.5833333333333335
Multiple carriers,Delhi,Cochin,1,3,6,2.8333333333333335
Jet Airways,Kolkata,Banglore,1,6,5,6.5
SpiceJet,Banglore,Delhi,0,1,5,25.666666666666668
SpiceJet,Kolkata,Banglore,0,6,4,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,27,3,2.5833333333333335
Air India,Delhi,Cochin,1,15,6,8.5
Multiple carriers,Delhi,Cochin,1,9,5,12.25
Multiple carriers,Delhi,Cochin,1,12,6,7.583333333333333
IndiGo,Kolkata,Banglore,0,24,6,10.5
Multiple carriers,Delhi,Cochin,1,15,6,2.5
IndiGo,Delhi,Cochin,1,6,3,9.5
IndiGo,Delhi,Cochin,1,6,6,8.583333333333334
IndiGo,Delhi,Cochin,0,12,6,16.25
SpiceJet,Delhi,Cochin,1,15,4,3.25
IndiGo,Banglore,Delhi,0,21,5,5.25
IndiGo,Banglore,Delhi,0,24,3,2.8333333333333335
Jet Airways,Kolkata,Banglore,1,12,5,2.8333333333333335
Jet Airways,Delhi,Cochin,2,1,6,16.0
IndiGo,Delhi,Cochin,1,15,6,22.916666666666668
IndiGo,Kolkata,Banglore,0,27,4,6.916666666666667
Vistara,Banglore,Delhi,0,3,3,2.5833333333333335
Multiple carriers,Delhi,Cochin,1,1,6,2.5833333333333335
Jet Airways,Kolkata,Banglore,1,1,5,9.25
Air Asia,Kolkata,Banglore,1,12,5,26.166666666666668
Jet Airways,Delhi,Cochin,2,12,6,12.0
Air Asia,Banglore,Delhi,0,3,3,21.666666666666668
Multiple carriers,Delhi,Cochin,1,18,5,2.75
Vistara,Kolkata,Banglore,1,18,5,12.0
Jet Airways,Delhi,Cochin,2,24,6,27.333333333333332
Vistara,Mumbai,Hyderabad,1,6,3,23.833333333333332
Jet Airways,Delhi,Cochin,1,15,6,12.5
Jet Airways,Kolkata,Banglore,1,21,5,9.166666666666666
Jet Airways,Mumbai,Hyderabad,0,12,5,12.333333333333334
SpiceJet,Kolkata,Banglore,1,15,5,1.5
Jet Airways,Delhi,Cochin,1,27,6,5.5
Jet Airways,Banglore,Delhi,0,18,5,28.0
IndiGo,Mumbai,Hyderabad,0,3,5,3.0
Air Asia,Banglore,Delhi,0,15,6,1.5
Air India,Delhi,Cochin,1,27,5,2.75
Air India,Delhi,Cochin,1,15,5,5.333333333333333
Jet Airways,Delhi,Cochin,2,1,6,26.5
Jet Airways,Kolkata,Banglore,1,6,5,26.916666666666668
Air Asia,Kolkata,Banglore,0,15,5,11.083333333333334
Jet Airways,Mumbai,Hyderabad,0,15,3,2.5
Jet Airways,Delhi,Cochin,1,9,5,1.5
Air India,Banglore,Delhi,2,12,3,7.5
Jet Airways,Kolkata,Banglore,1,12,6,29.083333333333332
Jet Airways,Kolkata,Banglore,1,6,6,17.583333333333332
Jet Airways,Delhi,Cochin,2,27,5,24.916666666666668
Jet Airways,Banglore,Delhi,0,9,6,29.333333333333332
IndiGo,Kolkata,Banglore,0,6,6,3.0
Air India,Banglore,Delhi,1,9,3,2.6666666666666665
Jet Airways,Kolkata,Banglore,1,18,5,5.416666666666667
Air India,Kolkata,Banglore,2,9,6,23.833333333333332
GoAir,Banglore,Delhi,0,12,5,30.666666666666668
Jet Airways,Banglore,Delhi,1,12,3,2.75
IndiGo,Kolkata,Banglore,0,12,4,11.833333333333334
Jet Airways,Delhi,Cochin,1,9,6,2.5833333333333335
Jet Airways,Delhi,Cochin,2,15,6,20.416666666666668
Vistara,Banglore,Delhi,0,3,6,27.0
SpiceJet,Mumbai,Hyderabad,0,24,5,2.6666666666666665
IndiGo,Mumbai,Hyderabad,0,1,6,1.5
Air India,Kolkata,Banglore,0,12,4,1.5
IndiGo,Kolkata,Banglore,0,18,5,2.5
IndiGo,Banglore,Delhi,0,3,3,2.5833333333333335
IndiGo,Chennai,Kolkata,0,3,5,2.8333333333333335
Air India,Banglore,Delhi,0,15,4,2.3333333333333335
IndiGo,Chennai,Kolkata,0,18,6,2.75
Jet Airways,Banglore,Delhi,1,15,3,2.4166666666666665
Jet Airways,Kolkata,Banglore,1,6,6,5.666666666666667
IndiGo,Chennai,Kolkata,0,3,6,27.666666666666668
IndiGo,Delhi,Cochin,1,6,4,2.3333333333333335
SpiceJet,Kolkata,Banglore,0,24,6,5.0
Multiple carriers,Delhi,Cochin,1,3,6,2.5833333333333335
Jet Airways,Delhi,Cochin,1,27,3,11.5
Jet Airways,Kolkata,Banglore,1,9,6,26.25
Jet Airways,Delhi,Cochin,2,3,6,16.75
IndiGo,Mumbai,Hyderabad,0,24,6,18.166666666666668
Air India,Kolkata,Banglore,1,18,5,1.5
Air Asia,Kolkata,Banglore,1,1,5,13.416666666666666
Vistara,Chennai,Kolkata,0,12,6,12.0
Multiple carriers,Delhi,Cochin,1,3,6,2.25
Jet Airways,Delhi,Cochin,1,27,5,15.166666666666666
Jet Airways,Delhi,Cochin,1,9,6,6.0
SpiceJet,Kolkata,Banglore,1,24,5,23.25
Multiple carriers,Delhi,Cochin,1,27,5,7.25
Multiple carriers,Delhi,Cochin,1,27,6,11.5
Multiple carriers,Delhi,Cochin,1,6,6,12.583333333333334
IndiGo,Banglore,Delhi,0,3,5,10.0
Jet Airways,Delhi,Cochin,2,6,5,3.0
Vistara,Banglore,Delhi,0,9,4,23.833333333333332
Jet Airways,Delhi,Cochin,2,27,6,2.6666666666666665
Jet Airways,Mumbai,Hyderabad,0,21,3,19.0
Vistara,Banglore,Delhi,0,27,4,1.5
Vistara,Banglore,Delhi,0,27,6,2.8333333333333335
IndiGo,Delhi,Cochin,2,27,3,2.8333333333333335
IndiGo,Banglore,Delhi,0,24,3,14.666666666666666
Air India,Mumbai,Hyderabad,0,6,6,2.75
Air India,Kolkata,Banglore,2,1,4,1.5
Jet Airways,Delhi,Cochin,1,6,6,30.5
Air India,Banglore,Delhi,4,1,3,6.0
IndiGo,Kolkata,Banglore,0,3,4,29.5
Multiple carriers,Delhi,Cochin,1,21,5,2.5
Air India,Kolkata,Banglore,2,18,5,15.166666666666666
Jet Airways,Kolkata,Banglore,1,1,5,26.833333333333332
Air India,Kolkata,Banglore,2,21,5,28.083333333333332
Jet Airways,Delhi,Cochin,1,9,5,10.166666666666666
SpiceJet,Kolkata,Banglore,1,21,5,7.5
Jet Airways,Delhi,Cochin,2,6,3,8.666666666666666
Jet Airways,Delhi,Cochin,2,9,6,34.5
IndiGo,Banglore,Delhi,0,24,5,26.916666666666668
Air India,Delhi,Cochin,1,3,3,2.9166666666666665
IndiGo,Mumbai,Hyderabad,0,12,6,13.25
IndiGo,Banglore,Delhi,0,9,3,1.5833333333333333
IndiGo,Kolkata,Banglore,0,21,3,2.75
IndiGo,Kolkata,Banglore,0,12,3,2.6666666666666665
Air India,Banglore,Delhi,2,21,3,2.5833333333333335
Jet Airways,Delhi,Cochin,1,3,6,27.083333333333332
Jet Airways,Banglore,Delhi,0,24,5,20.583333333333332
IndiGo,Delhi,Cochin,0,27,6,3.0
SpiceJet,Delhi,Cochin,1,9,6,3.25
Jet Airways,Banglore,Delhi,0,1,6,4.5
Jet Airways,Delhi,Cochin,1,3,6,3.0833333333333335
Air India,Kolkata,Banglore,2,24,5,11.0
Jet Airways,Delhi,Cochin,1,1,6,27.083333333333332
Jet Airways,Delhi,Cochin,1,21,3,6.583333333333333
Air India,Kolkata,Banglore,1,15,5,26.166666666666668
Air Asia,Kolkata,Banglore,0,27,3,23.916666666666668
Jet Airways,Delhi,Cochin,2,12,6,2.5
Multiple carriers,Delhi,Cochin,1,15,5,13.5
IndiGo,Kolkata,Banglore,0,9,5,6.5
IndiGo,Kolkata,Banglore,1,9,5,2.5833333333333335
Multiple carriers,Delhi,Cochin,1,6,3,5.5
Air India,Kolkata,Banglore,1,6,6,12.166666666666666
Jet Airways,Delhi,Cochin,2,9,6,18.333333333333332
Air India,Banglore,Delhi,0,15,6,22.916666666666668
Jet Airways,Kolkata,Banglore,1,6,5,2.75
Air India,Delhi,Cochin,2,12,6,11.5
IndiGo,Banglore,Delhi,1,1,3,8.333333333333334
Jet Airways,Delhi,Cochin,1,6,6,4.75
IndiGo,Chennai,Kolkata,0,3,5,28.0
Jet Airways,Banglore,Delhi,0,9,6,2.3333333333333335
Air India,Mumbai,Hyderabad,2,12,3,3.0
Jet Airways,Kolkata,Banglore,1,12,6,9.333333333333334
Air Asia,Banglore,Delhi,0,3,6,22.166666666666668
Jet Airways,Delhi,Cochin,2,18,5,2.75
Air India,Kolkata,Banglore,2,12,5,8.416666666666666
Jet Airways,Banglore,Delhi,0,12,6,15.333333333333334
Jet Airways,Delhi,Cochin,1,6,3,2.75
Air India,Kolkata,Banglore,2,3,4,5.333333333333333
Jet Airways,Banglore,Delhi,0,3,6,19.5
Air India,Kolkata,Banglore,0,12,6,3.0
Multiple carriers,Delhi,Cochin,1,27,3,2.5833333333333335
Air India,Delhi,Cochin,2,18,5,13.5
IndiGo,Kolkata,Banglore,0,24,3,26.0
Air Asia,Kolkata,Banglore,0,21,5,2.75
Air India,Delhi,Cochin,2,21,5,2.5
Jet Airways,Banglore,Delhi,1,1,3,25.75
Air India,Kolkata,Banglore,2,6,6,24.166666666666668
Air Asia,Delhi,Cochin,1,24,4,15.916666666666666
Jet Airways,Kolkata,Banglore,1,9,6,5.666666666666667
Vistara,Chennai,Kolkata,0,24,5,26.416666666666668
Jet Airways,Kolkata,Banglore,1,9,5,2.3333333333333335
IndiGo,Delhi,Cochin,1,27,3,9.833333333333334
Jet Airways,Delhi,Cochin,2,27,6,8.0
Jet Airways,Delhi,Cochin,2,3,3,29.583333333333332
Multiple carriers,Delhi,Cochin,1,15,6,37.416666666666664
Multiple carriers Premium economy,Delhi,Cochin,1,21,3,7.583333333333333
Air India,Delhi,Cochin,1,1,6,6.583333333333333
Jet Airways,Kolkata,Banglore,1,6,5,9.5
IndiGo,Delhi,Cochin,1,27,4,14.25
Multiple carriers Premium economy,Delhi,Cochin,1,21,3,7.083333333333333
Jet Airways,Mumbai,Hyderabad,0,1,4,8.0
Jet Airways,Mumbai,Hyderabad,0,27,5,1.5
Air India,Delhi,Cochin,1,6,6,1.4166666666666667
Jet Airways,Mumbai,Hyderabad,0,27,6,13.25
Air India,Banglore,Delhi,0,15,5,1.4166666666666667
Jet Airways,Banglore,Delhi,1,6,3,2.75
Jet Airways,Kolkata,Banglore,1,6,5,18.166666666666668
Jet Airways,Delhi,Cochin,2,15,6,25.666666666666668
GoAir,Delhi,Cochin,1,3,6,22.0
SpiceJet,Kolkata,Banglore,1,1,5,5.166666666666667
IndiGo,Banglore,Delhi,0,3,6,5.25
Air India,Kolkata,Banglore,1,21,5,2.9166666666666665
Jet Airways,Banglore,Delhi,1,6,3,24.0
Jet Airways,Delhi,Cochin,2,9,3,6.666666666666667
Vistara,Kolkata,Banglore,1,1,4,17.666666666666668
IndiGo,Kolkata,Banglore,0,3,5,26.583333333333332
Jet Airways,Delhi,Cochin,2,15,6,2.5833333333333335
IndiGo,Delhi,Cochin,0,3,3,17.083333333333332
IndiGo,Delhi,Cochin,0,21,4,3.25
IndiGo,Kolkata,Banglore,0,24,4,3.25
Jet Airways,Kolkata,Banglore,1,15,5,2.5833333333333335
Air Asia,Kolkata,Banglore,1,9,5,12.25
Air India,Banglore,Delhi,1,9,3,3.5833333333333335
Jet Airways,Kolkata,Banglore,1,9,5,11.666666666666666
IndiGo,Mumbai,Hyderabad,0,3,4,7.083333333333333
Air India,Banglore,Delhi,2,12,3,1.5
Jet Airways,Kolkata,Banglore,1,18,5,16.083333333333332
Jet Airways,Mumbai,Hyderabad,0,3,4,13.333333333333334
Jet Airways,Banglore,Delhi,1,15,3,1.4166666666666667
GoAir,Banglore,Delhi,0,27,6,24.25
Jet Airways,Delhi,Cochin,1,9,6,2.9166666666666665
Air India,Mumbai,Hyderabad,0,9,6,19.083333333333332
Jet Airways,Delhi,Cochin,1,9,3,1.5
Air India,Delhi,Cochin,1,9,4,26.166666666666668
Jet Airways,Kolkata,Banglore,1,9,5,11.75
Jet Airways,Banglore,Delhi,0,24,4,27.583333333333332
Jet Airways,Mumbai,Hyderabad,0,27,5,3.0
Vistara,Kolkata,Banglore,1,9,5,1.4166666666666667
Vistara,Kolkata,Banglore,1,1,4,12.75
Air India,Kolkata,Banglore,2,18,5,24.0
Air India,Delhi,Cochin,2,9,6,15.916666666666666
Multiple carriers,Delhi,Cochin,1,18,5,28.833333333333332
Air Asia,Kolkata,Banglore,0,1,3,14.0
Jet Airways,Kolkata,Banglore,1,12,6,2.5833333333333335
Air Asia,Kolkata,Banglore,0,3,5,14.583333333333334
Air India,Kolkata,Banglore,1,21,5,2.5
Jet Airways,Banglore,Delhi,0,27,4,22.5
Jet Airways,Delhi,Cochin,1,6,6,3.0
Vistara,Kolkata,Banglore,1,21,5,27.0
Vistara,Banglore,Delhi,0,1,3,27.333333333333332
IndiGo,Delhi,Cochin,1,15,6,2.6666666666666665
Air India,Mumbai,Hyderabad,1,12,3,11.75
IndiGo,Banglore,Delhi,0,18,6,22.416666666666668
SpiceJet,Banglore,Delhi,0,18,6,2.8333333333333335
SpiceJet,Kolkata,Banglore,0,15,5,2.6666666666666665
Multiple carriers,Delhi,Cochin,1,21,5,2.4166666666666665
Air India,Delhi,Cochin,0,18,3,8.416666666666666
Jet Airways,Banglore,Delhi,1,6,3,3.0833333333333335
Jet Airways,Kolkata,Banglore,1,1,5,10.666666666666666
Jet Airways,Kolkata,Banglore,1,21,5,20.0
Jet Airways,Kolkata,Banglore,1,24,3,14.833333333333334
Jet Airways,Delhi,Cochin,1,12,6,21.416666666666668
SpiceJet,Delhi,Cochin,1,21,3,6.0
Jet Airways,Kolkata,Banglore,1,1,5,4.5
IndiGo,Banglore,Delhi,0,3,5,27.166666666666668
IndiGo,Kolkata,Banglore,1,15,4,2.9166666666666665
SpiceJet,Kolkata,Banglore,0,6,4,4.833333333333333
Jet Airways,Banglore,Delhi,1,18,3,2.4166666666666665
IndiGo,Kolkata,Banglore,0,9,6,20.0
Jet Airways,Delhi,Cochin,2,24,6,2.5833333333333335
Jet Airways,Delhi,Cochin,1,3,6,23.166666666666668
Jet Airways,Mumbai,Hyderabad,0,27,5,10.166666666666666
Multiple carriers,Delhi,Cochin,2,15,5,1.5
Jet Airways,Delhi,Cochin,1,6,5,10.416666666666666
GoAir,Delhi,Cochin,1,15,4,5.583333333333333
Vistara,Kolkata,Banglore,1,9,5,9.0
Multiple carriers,Delhi,Cochin,1,27,5,17.75
Multiple carriers,Delhi,Cochin,1,27,6,11.25
Jet Airways,Delhi,Cochin,2,3,6,6.25
Air India,Delhi,Cochin,2,18,5,13.5
Jet Airways,Delhi,Cochin,1,27,6,26.583333333333332
Vistara,Banglore,Delhi,0,6,6,9.0
Multiple carriers,Delhi,Cochin,1,15,5,2.6666666666666665
Jet Airways,Delhi,Cochin,1,12,6,7.583333333333333
GoAir,Delhi,Cochin,1,27,6,14.75
Air India,Banglore,Delhi,0,27,4,6.166666666666667
Jet Airways,Banglore,Delhi,1,6,3,2.75
Jet Airways,Mumbai,Hyderabad,0,9,5,7.666666666666667
Jet Airways,Delhi,Cochin,1,21,3,1.5
Multiple carriers,Delhi,Cochin,1,6,3,14.416666666666666
IndiGo,Delhi,Cochin,0,9,5,11.5
Multiple carriers,Delhi,Cochin,1,18,5,3.25
SpiceJet,Chennai,Kolkata,0,9,6,8.5
IndiGo,Kolkata,Banglore,0,27,3,2.25
GoAir,Banglore,Delhi,1,15,3,2.75
IndiGo,Kolkata,Banglore,1,12,5,4.5
Jet Airways,Kolkata,Banglore,1,15,5,3.6666666666666665
Jet Airways,Mumbai,Hyderabad,0,21,6,14.0
IndiGo,Delhi,Cochin,2,9,3,1.5
SpiceJet,Chennai,Kolkata,0,9,6,9.416666666666666
IndiGo,Banglore,Delhi,0,12,6,2.25
Jet Airways,Kolkata,Banglore,1,15,5,2.9166666666666665
SpiceJet,Chennai,Kolkata,0,9,6,13.333333333333334
Jet Airways,Kolkata,Banglore,1,12,5,2.3333333333333335
Jet Airways,Kolkata,Banglore,1,9,6,6.666666666666667
SpiceJet,Delhi,Cochin,1,12,6,11.75
IndiGo,Delhi,Cochin,1,15,5,4.916666666666667
Air India,Delhi,Cochin,1,15,5,8.583333333333334
IndiGo,Delhi,Cochin,1,1,4,16.083333333333332
Jet Airways,Kolkata,Banglore,1,9,5,5.083333333333333
Multiple carriers,Delhi,Cochin,1,3,6,6.083333333333333
Jet Airways,Kolkata,Banglore,1,1,4,6.416666666666667
SpiceJet,Mumbai,Hyderabad,0,24,3,9.833333333333334
Air India,Kolkata,Banglore,2,9,5,1.3333333333333333
Jet Airways,Delhi,Cochin,2,12,6,19.416666666666668
Jet Airways,Delhi,Cochin,1,6,4,9.333333333333334
Multiple carriers,Delhi,Cochin,1,3,3,16.75
Air India,Banglore,Delhi,0,21,6,8.083333333333334
Jet Airways,Banglore,Delhi,1,1,3,2.8333333333333335
SpiceJet,Chennai,Kolkata,0,15,6,17.416666666666668
Jet Airways,Delhi,Cochin,2,18,5,2.25
IndiGo,Delhi,Cochin,1,15,6,19.916666666666668
Jet Airways,Banglore,Delhi,1,18,3,14.333333333333334
Multiple carriers,Delhi,Cochin,1,27,6,6.25
IndiGo,Kolkata,Banglore,1,24,5,12.0
Jet Airways,Delhi,Cochin,2,18,5,5.25
Jet Airways,Banglore,Delhi,0,18,6,22.916666666666668
Air India,Mumbai,Hyderabad,1,12,3,3.0
Air India,Delhi,Cochin,2,6,6,13.25
Air India,Delhi,Cochin,2,9,6,26.0
Multiple carriers,Delhi,Cochin,1,21,5,26.0
Jet Airways,Banglore,Delhi,0,15,6,15.5
Air India,Kolkata,Banglore,0,3,5,3.0
Air India,Kolkata,Banglore,1,24,3,2.5
Air India,Delhi,Cochin,1,3,3,24.0
Jet Airways,Delhi,Cochin,2,27,6,20.916666666666668
IndiGo,Kolkata,Banglore,0,21,4,22.0
IndiGo,Delhi,Cochin,1,15,5,2.6666666666666665
Air India,Delhi,Cochin,0,18,4,9.583333333333334
Air India,Banglore,Delhi,0,1,4,3.0
Multiple carriers,Delhi,Cochin,1,6,3,2.75
Jet Airways,Kolkata,Banglore,1,24,3,8.0
Jet Airways,Delhi,Cochin,2,21,3,15.0
Jet Airways,Kolkata,Banglore,1,1,4,37.416666666666664
Multiple carriers,Delhi,Cochin,1,21,3,13.333333333333334
Jet Airways,Kolkata,Banglore,1,24,3,11.833333333333334
SpiceJet,Chennai,Kolkata,0,18,6,9.75
Air Asia,Banglore,Delhi,0,21,5,2.3333333333333335
Vistara,Banglore,Delhi,0,9,5,2.8333333333333335
Jet Airways,Delhi,Cochin,2,21,3,2.8333333333333335
Vistara,Kolkata,Banglore,1,1,4,33.25
Multiple carriers,Delhi,Cochin,1,3,6,17.75
Air India,Kolkata,Banglore,1,24,3,13.833333333333334
SpiceJet,Banglore,Delhi,0,9,4,4.5
Jet Airways,Delhi,Cochin,2,24,6,2.8333333333333335
SpiceJet,Kolkata,Banglore,0,6,5,13.833333333333334
Vistara,Banglore,Delhi,0,27,5,2.4166666666666665
Multiple carriers,Delhi,Cochin,1,21,3,2.6666666666666665
Jet Airways,Delhi,Cochin,1,27,5,13.916666666666666
Jet Airways,Delhi,Cochin,1,6,6,9.166666666666666
Air India,Kolkata,Banglore,2,9,5,13.416666666666666
Jet Airways,Banglore,Delhi,0,1,5,14.583333333333334
Jet Airways,Delhi,Cochin,2,21,5,2.9166666666666665
Vistara,Banglore,Delhi,1,15,3,18.75
Jet Airways,Banglore,Delhi,1,9,3,5.916666666666667
Multiple carriers,Delhi,Cochin,1,18,5,26.5
Jet Airways,Kolkata,Banglore,1,6,5,8.666666666666666
IndiGo,Kolkata,Banglore,0,12,3,12.166666666666666
Air India,Delhi,Cochin,2,3,3,2.6666666666666665
Air India,Kolkata,Banglore,1,1,4,23.25
Jet Airways,Banglore,Delhi,0,9,5,12.416666666666666
Multiple carriers,Delhi,Cochin,1,21,5,3.0
Multiple carriers,Delhi,Cochin,1,3,3,13.916666666666666
Jet Airways,Banglore,Delhi,0,27,6,14.083333333333334
Vistara,Delhi,Cochin,0,24,6,3.0
Air Asia,Banglore,Delhi,0,6,6,3.1666666666666665
IndiGo,Delhi,Cochin,1,27,5,2.8333333333333335
Jet Airways,Delhi,Cochin,1,6,6,4.583333333333333
Air Asia,Delhi,Cochin,1,6,6,11.916666666666666
Jet Airways,Kolkata,Banglore,1,24,5,5.666666666666667
GoAir,Delhi,Cochin,1,24,6,11.75
Jet Airways,Delhi,Cochin,2,15,6,6.166666666666667
Jet Airways,Kolkata,Banglore,1,6,5,13.833333333333334
Jet Airways,Kolkata,Banglore,1,21,5,11.416666666666666
Air India,Delhi,Cochin,0,9,5,20.333333333333332
Vistara,Delhi,Cochin,0,1,6,3.0
Air India,Delhi,Cochin,1,1,6,3.1666666666666665
Multiple carriers,Delhi,Cochin,1,21,5,23.666666666666668
IndiGo,Delhi,Cochin,1,3,3,9.583333333333334
Air India,Delhi,Cochin,1,3,6,13.75
Multiple carriers,Delhi,Cochin,1,9,3,12.75
Multiple carriers,Delhi,Cochin,1,6,6,6.416666666666667
Air Asia,Kolkata,Banglore,0,15,5,13.833333333333334
IndiGo,Chennai,Kolkata,0,9,5,2.5833333333333335
Air India,Banglore,Delhi,0,15,6,2.3333333333333335
Jet Airways,Kolkata,Banglore,1,12,6,2.75
Air India,Mumbai,Hyderabad,0,12,3,6.583333333333333
Jet Airways,Banglore,Delhi,0,15,5,1.25
Air India,Kolkata,Banglore,2,18,5,3.0
Jet Airways,Banglore,Delhi,1,21,3,13.416666666666666
Air India,Kolkata,Banglore,3,1,4,12.583333333333334
Jet Airways,Delhi,Cochin,2,27,6,24.5
IndiGo,Mumbai,Hyderabad,0,12,3,29.333333333333332
Jet Airways,Banglore,Delhi,1,15,3,1.4166666666666667
Air Asia,Kolkata,Banglore,0,1,5,9.5
Jet Airways,Kolkata,Banglore,1,1,5,2.5
Air India,Banglore,Delhi,0,24,4,8.5
SpiceJet,Chennai,Kolkata,0,21,5,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,12,6,2.3333333333333335
Air Asia,Kolkata,Banglore,0,18,6,10.25
Jet Airways,Kolkata,Banglore,1,1,5,2.5
Air India,Delhi,Cochin,1,9,5,7.083333333333333
IndiGo,Delhi,Cochin,0,24,6,10.25
Vistara,Banglore,Delhi,0,1,4,3.25
IndiGo,Delhi,Cochin,1,3,3,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,18,5,10.416666666666666
Air India,Banglore,Delhi,2,15,3,10.5
IndiGo,Banglore,Delhi,0,9,3,10.916666666666666
Vistara,Kolkata,Banglore,1,1,5,2.8333333333333335
Jet Airways,Delhi,Cochin,2,27,5,11.666666666666666
Multiple carriers,Delhi,Cochin,1,27,6,18.75
Jet Airways,Mumbai,Hyderabad,0,6,6,6.416666666666667
IndiGo,Chennai,Kolkata,0,24,3,1.5
IndiGo,Delhi,Cochin,1,27,6,2.3333333333333335
IndiGo,Kolkata,Banglore,1,6,5,7.083333333333333
Air India,Banglore,Delhi,2,1,3,4.416666666666667
GoAir,Delhi,Cochin,1,9,6,10.5
IndiGo,Banglore,Delhi,0,6,5,5.166666666666667
Air India,Kolkata,Banglore,2,9,6,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,3,6,22.416666666666668
Air India,Delhi,Cochin,3,21,3,10.0
IndiGo,Mumbai,Hyderabad,0,21,5,38.0
Jet Airways,Kolkata,Banglore,1,18,5,1.5
Jet Airways,Kolkata,Banglore,1,6,5,26.583333333333332
Jet Airways,Banglore,Delhi,1,21,3,12.166666666666666
GoAir,Banglore,Delhi,0,12,6,9.5
Jet Airways,Kolkata,Banglore,1,21,5,2.9166666666666665
IndiGo,Delhi,Cochin,1,3,4,24.666666666666668
Vistara,Kolkata,Banglore,1,12,5,4.583333333333333
IndiGo,Chennai,Kolkata,0,24,3,16.083333333333332
Multiple carriers,Delhi,Cochin,1,27,5,2.25
Air India,Banglore,Delhi,0,12,6,10.25
Multiple carriers,Delhi,Cochin,1,3,3,2.75
Multiple carriers,Delhi,Cochin,1,6,6,8.0
Jet Airways,Delhi,Cochin,1,6,6,13.916666666666666
Air India,Kolkata,Banglore,2,21,5,12.416666666666666
Vistara,Kolkata,Banglore,1,15,5,18.416666666666668
Air India,Mumbai,Hyderabad,0,21,6,17.75
IndiGo,Banglore,Delhi,0,24,5,1.3333333333333333
Air Asia,Banglore,Delhi,0,21,4,2.9166666666666665
Air India,Kolkata,Banglore,2,18,5,2.8333333333333335
IndiGo,Delhi,Cochin,1,27,6,15.333333333333334
Jet Airways,Mumbai,Hyderabad,0,3,4,14.083333333333334
Jet Airways,Delhi,Cochin,1,15,6,1.5
IndiGo,Banglore,Delhi,0,21,5,18.416666666666668
Jet Airways,Delhi,Cochin,1,9,5,2.8333333333333335
IndiGo,Banglore,Delhi,0,27,6,6.0
Vistara,Mumbai,Hyderabad,1,12,3,2.8333333333333335
Air Asia,Banglore,Delhi,0,27,5,12.416666666666666
SpiceJet,Mumbai,Hyderabad,0,18,3,2.8333333333333335
SpiceJet,Mumbai,Hyderabad,0,1,6,1.3333333333333333
Jet Airways,Banglore,Delhi,1,21,3,1.5
IndiGo,Delhi,Cochin,1,9,6,11.583333333333334
Air India,Kolkata,Banglore,2,15,5,9.333333333333334
Jet Airways,Banglore,Delhi,0,12,6,27.083333333333332
Jet Airways,Delhi,Cochin,2,24,6,2.9166666666666665
Vistara,Kolkata,Banglore,1,24,3,15.166666666666666
Multiple carriers,Delhi,Cochin,1,12,6,23.25
Air Asia,Kolkata,Banglore,0,3,5,8.166666666666666
Jet Airways,Kolkata,Banglore,1,1,4,2.5833333333333335
