Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Total_Duration
Jet Airways,Delhi,Cochin,1 stop,12898,27,5,26.33333333333333
GoAir,Banglore,Delhi,non-stop,4632,15,4,28.0
SpiceJet,Mumbai,Hyderabad,non-stop,2753,24,3,2.9166666666666665
Air India,Banglore,Delhi,2 stops,12778,12,3,1.3333333333333333
Air India,Kolkata,Banglore,2 stops,12723,12,6,25.416666666666668
IndiGo,Kolkata,Banglore,non-stop,4804,24,6,27.08333333333333
IndiGo,Banglore,Delhi,non-stop,4823,18,4,2.583333333333333
Air Asia,Delhi,Cochin,1 stop,6152,27,6,2.833333333333333
Vistara,Delhi,Cochin,non-stop,6216,27,6,5.5
IndiGo,Delhi,Cochin,1 stop,6016,24,6,3.1666666666666665
Multiple carriers,Delhi,Cochin,1 stop,11622,27,6,5.75
Air India,Kolkata,Banglore,2 stops,10151,6,5,9.75
Jet Airways,Delhi,Cochin,2 stops,12273,27,3,9.833333333333334
Jet Airways,Delhi,Cochin,2 stops,12410,12,6,22.08333333333333
Jet Airways,Banglore,Delhi,1 stop,12547,12,3,8.416666666666666
Jet Airways,Delhi,Cochin,1 stop,10262,15,6,26.5
Multiple carriers,Delhi,Cochin,1 stop,14323,9,5,13.75
Jet Airways,Mumbai,Hyderabad,non-stop,3210,21,6,7.75
Multiple carriers,Delhi,Cochin,1 stop,16863,3,3,1.5
Multiple carriers,Delhi,Cochin,1 stop,8937,1,6,11.0
Jet Airways,Delhi,Cochin,2 stops,10929,27,3,7.833333333333333
IndiGo,Delhi,Cochin,1 stop,6104,9,6,33.25
SpiceJet,Delhi,Cochin,1 stop,5511,21,3,14.916666666666666
Jet Airways,Kolkata,Banglore,1 stop,13759,24,3,6.0
Air India,Delhi,Cochin,2 stops,11543,21,5,19.166666666666668
Jet Airways,Kolkata,Banglore,1 stop,13067,18,5,25.75
Jet Airways,Delhi,Cochin,1 stop,10262,15,6,9.583333333333334
Air India,Delhi,Cochin,2 stops,13591,6,6,21.33333333333333
Jet Airways,Delhi,Cochin,2 stops,10929,27,3,26.33333333333333
Jet Airways,Banglore,Delhi,non-stop,7229,27,4,24.58333333333333
Air Asia,Delhi,Cochin,1 stop,6451,15,5,3.0
IndiGo,Chennai,Kolkata,non-stop,7295,3,3,5.5
IndiGo,Banglore,Delhi,non-stop,3943,3,6,2.4166666666666665
SpiceJet,Banglore,Delhi,non-stop,3573,15,5,2.75
Air India,Delhi,Cochin,2 stops,9181,24,6,2.9166666666666665
Air India,Delhi,Cochin,1 stop,24017,3,3,21.25
Air India,Delhi,Cochin,2 stops,17476,9,3,23.666666666666668
Air India,Kolkata,Banglore,1 stop,4647,9,4,32.333333333333336
IndiGo,Delhi,Cochin,1 stop,6314,27,5,16.083333333333332
Jet Airways,Delhi,Cochin,2 stops,13376,6,6,9.583333333333334
Jet Airways,Banglore,Delhi,1 stop,12284,18,3,13.833333333333334
Jet Airways,Banglore,Delhi,non-stop,7229,9,5,10.416666666666666
Multiple carriers,Delhi,Cochin,1 stop,9627,1,5,3.0
Air India,Kolkata,Banglore,2 stops,9258,1,4,10.5
SpiceJet,Kolkata,Banglore,non-stop,3873,3,6,9.833333333333334
SpiceJet,Kolkata,Banglore,non-stop,3841,15,5,2.4166666666666665
Multiple carriers,Delhi,Cochin,1 stop,10486,27,5,2.333333333333333
Jet Airways,Delhi,Cochin,1 stop,17234,3,3,12.75
IndiGo,Delhi,Cochin,1 stop,6496,27,6,26.83333333333333
Multiple carriers,Delhi,Cochin,1 stop,9627,27,5,4.916666666666667
Air India,Kolkata,Banglore,1 stop,8366,12,6,10.5
Jet Airways,Delhi,Cochin,2 stops,15318,27,5,18.33333333333333
SpiceJet,Kolkata,Banglore,1 stop,9923,24,3,8.416666666666666
Jet Airways,Kolkata,Banglore,1 stop,6077,1,4,7.25
Air India,Chennai,Kolkata,non-stop,4667,9,6,7.25
Multiple carriers,Delhi,Cochin,1 stop,8099,9,5,2.25
SpiceJet,Mumbai,Hyderabad,non-stop,2385,1,5,10.75
Multiple carriers,Delhi,Cochin,2 stops,15965,27,6,1.5
Jet Airways,Kolkata,Banglore,1 stop,10844,6,5,10.416666666666666
Air India,Banglore,Delhi,non-stop,6121,12,5,11.75
IndiGo,Banglore,Delhi,non-stop,3625,24,4,2.833333333333333
Multiple carriers,Delhi,Cochin,1 stop,8475,27,5,2.833333333333333
Jet Airways,Delhi,Cochin,1 stop,12898,27,5,13.5
IndiGo,Delhi,Cochin,1 stop,10851,6,3,11.916666666666666
Air India,Delhi,Cochin,1 stop,5704,21,3,5.333333333333333
Vistara,Banglore,Delhi,non-stop,11598,18,3,13.25
Multiple carriers,Delhi,Cochin,1 stop,9149,27,5,2.9166666666666665
Air India,Kolkata,Banglore,non-stop,4145,15,6,10.75
GoAir,Delhi,Cochin,1 stop,6195,21,5,2.583333333333333
IndiGo,Delhi,Cochin,1 stop,6979,9,5,9.0
Air India,Banglore,Delhi,non-stop,7276,15,3,9.583333333333334
SpiceJet,Delhi,Cochin,1 stop,4760,15,5,2.833333333333333
Vistara,Chennai,Kolkata,non-stop,11982,18,6,4.5
IndiGo,Chennai,Kolkata,non-stop,5277,27,3,2.333333333333333
Air India,Delhi,Cochin,1 stop,8372,9,6,2.333333333333333
IndiGo,Kolkata,Banglore,1 stop,4226,1,4,11.666666666666666
IndiGo,Chennai,Kolkata,non-stop,3597,18,6,3.6666666666666665
Multiple carriers,Delhi,Cochin,1 stop,7005,15,6,2.333333333333333
Multiple carriers,Delhi,Cochin,1 stop,8018,9,5,12.25
Jet Airways,Delhi,Cochin,1 stop,10577,9,6,9.083333333333334
Jet Airways,Delhi,Cochin,2 stops,11507,12,6,23.25
Air India,Delhi,Cochin,2 stops,9653,9,5,13.5
Jet Airways,Mumbai,Hyderabad,non-stop,4160,15,3,38.25
Jet Airways,Delhi,Cochin,1 stop,14714,3,6,1.5
Jet Airways,Mumbai,Hyderabad,non-stop,5678,9,5,24.75
Air India,Kolkata,Banglore,2 stops,13873,18,5,1.4166666666666667
Multiple carriers,Delhi,Cochin,1 stop,11264,27,6,18.33333333333333
Jet Airways,Kolkata,Banglore,1 stop,11134,24,3,8.666666666666666
Air Asia,Delhi,Cochin,1 stop,6151,21,3,6.75
Jet Airways,Kolkata,Banglore,1 stop,10844,18,5,5.5
Jet Airways,Delhi,Cochin,2 stops,13014,3,6,14.083333333333334
Jet Airways,Mumbai,Hyderabad,non-stop,4995,18,6,26.916666666666668
IndiGo,Kolkata,Banglore,non-stop,4174,18,4,1.5
Air India,Banglore,Delhi,non-stop,12841,3,3,2.583333333333333
Jet Airways,Kolkata,Banglore,1 stop,13067,9,5,2.833333333333333
Jet Airways,Delhi,Cochin,1 stop,10262,24,6,28.08333333333333
IndiGo,Banglore,Delhi,non-stop,4423,6,4,27.0
Jet Airways,Kolkata,Banglore,1 stop,8586,1,5,2.833333333333333
Jet Airways,Kolkata,Banglore,1 stop,9663,15,5,9.75
IndiGo,Delhi,Cochin,1 stop,6069,15,6,12.166666666666666
Air India,Chennai,Kolkata,non-stop,4667,6,5,5.0
Jet Airways,Delhi,Cochin,1 stop,12373,9,5,2.25
Jet Airways,Kolkata,Banglore,1 stop,13941,9,5,21.166666666666668
IndiGo,Mumbai,Hyderabad,non-stop,3175,27,3,17.583333333333332
Air India,Delhi,Cochin,1 stop,8372,9,6,1.4166666666666667
Vistara,Banglore,Delhi,non-stop,5613,6,4,22.25
IndiGo,Delhi,Cochin,1 stop,7144,18,5,2.583333333333333
Jet Airways,Kolkata,Banglore,1 stop,14571,6,6,14.916666666666666
IndiGo,Chennai,Kolkata,non-stop,5277,24,3,9.833333333333334
Jet Airways,Mumbai,Hyderabad,non-stop,2759,24,3,2.333333333333333
Air Asia,Kolkata,Banglore,1 stop,5192,9,5,1.5
Jet Airways,Delhi,Cochin,1 stop,14714,9,6,15.916666666666666
Air India,Delhi,Cochin,2 stops,10336,1,6,11.916666666666666
Jet Airways,Kolkata,Banglore,1 stop,7064,1,4,2.583333333333333
Jet Airways,Delhi,Cochin,2 stops,14441,9,6,17.083333333333332
Multiple carriers,Delhi,Cochin,1 stop,17493,3,3,7.083333333333333
Jet Airways,Kolkata,Banglore,1 stop,10844,9,6,12.583333333333334
SpiceJet,Mumbai,Hyderabad,non-stop,2753,1,6,26.58333333333333
Jet Airways,Delhi,Cochin,1 stop,12898,21,5,1.5
Jet Airways,Banglore,Delhi,non-stop,7229,15,4,20.416666666666668
Air India,Delhi,Cochin,2 stops,8603,3,6,3.083333333333333
Jet Airways,Delhi,Cochin,2 stops,15129,18,5,19.666666666666668
Jet Airways,Delhi,Cochin,2 stops,18804,15,6,22.916666666666668
Air Asia,Delhi,Cochin,1 stop,7452,21,4,7.333333333333333
SpiceJet,Banglore,Delhi,non-stop,3971,24,4,14.5
IndiGo,Banglore,Delhi,non-stop,3943,12,6,2.833333333333333
IndiGo,Banglore,Delhi,1 stop,9165,15,3,2.833333333333333
Jet Airways,Delhi,Cochin,2 stops,13014,24,6,5.0
SpiceJet,Banglore,Delhi,non-stop,3625,21,6,13.5
Jet Airways,Delhi,Cochin,1 stop,10262,24,6,2.833333333333333
Jet Airways,Kolkata,Banglore,1 stop,14388,21,5,20.58333333333333
Multiple carriers,Delhi,Cochin,1 stop,15058,12,6,13.333333333333334
Air India,Delhi,Cochin,1 stop,14882,6,3,11.25
IndiGo,Banglore,Delhi,non-stop,4591,18,4,22.666666666666668
SpiceJet,Kolkata,Banglore,non-stop,3841,9,5,2.833333333333333
Jet Airways,Kolkata,Banglore,1 stop,14781,15,5,2.583333333333333
SpiceJet,Kolkata,Banglore,non-stop,3841,9,4,9.833333333333334
Multiple carriers,Delhi,Cochin,1 stop,13377,3,6,2.333333333333333
Jet Airways,Delhi,Cochin,2 stops,13014,12,6,10.5
Multiple carriers,Delhi,Cochin,1 stop,14848,21,5,8.916666666666666
Air India,Kolkata,Banglore,non-stop,4145,9,5,6.25
IndiGo,Chennai,Kolkata,non-stop,3850,12,6,2.583333333333333
Air India,Kolkata,Banglore,1 stop,10413,24,5,2.333333333333333
IndiGo,Delhi,Cochin,1 stop,6104,3,6,13.416666666666666
IndiGo,Banglore,Delhi,non-stop,3943,1,6,10.5
Jet Airways,Kolkata,Banglore,1 stop,8529,12,6,2.833333333333333
Jet Airways,Delhi,Cochin,1 stop,10262,24,6,11.083333333333334
Jet Airways,Kolkata,Banglore,1 stop,14151,18,5,13.75
Air Asia,Kolkata,Banglore,2 stops,5192,9,5,25.666666666666668
Jet Airways,Kolkata,Banglore,1 stop,9663,21,5,8.333333333333334
GoAir,Banglore,Delhi,non-stop,4632,24,4,14.583333333333334
IndiGo,Delhi,Cochin,1 stop,5073,6,4,2.9166666666666665
Multiple carriers,Delhi,Cochin,1 stop,9526,15,6,5.083333333333333
IndiGo,Banglore,Delhi,non-stop,4423,15,4,8.916666666666666
IndiGo,Mumbai,Hyderabad,non-stop,2227,12,5,2.833333333333333
Vistara,Banglore,Delhi,non-stop,5403,21,3,1.5833333333333333
IndiGo,Chennai,Kolkata,non-stop,3858,27,3,2.6666666666666665
Jet Airways,Delhi,Cochin,2 stops,18752,9,3,2.333333333333333
Jet Airways,Kolkata,Banglore,1 stop,9663,21,5,29.08333333333333
Jet Airways,Delhi,Cochin,2 stops,12819,24,6,5.5
Multiple carriers,Delhi,Cochin,1 stop,6883,27,3,17.416666666666668
Multiple carriers,Delhi,Cochin,1 stop,7198,27,5,12.0
Air India,Banglore,Delhi,non-stop,7801,9,3,6.5
IndiGo,Banglore,Delhi,non-stop,4823,21,4,2.75
Jet Airways,Kolkata,Banglore,1 stop,9663,24,5,2.9166666666666665
Jet Airways,Kolkata,Banglore,1 stop,12121,12,5,26.83333333333333
Vistara,Kolkata,Banglore,1 stop,8085,12,5,24.666666666666668
IndiGo,Banglore,Delhi,1 stop,8662,3,3,27.08333333333333
Jet Airways,Delhi,Cochin,1 stop,6017,21,3,4.916666666666667
SpiceJet,Chennai,Kolkata,non-stop,3859,3,5,20.83333333333333
Multiple carriers,Delhi,Cochin,1 stop,7564,18,5,2.25
SpiceJet,Banglore,Delhi,non-stop,3919,21,6,14.333333333333334
Jet Airways,Delhi,Cochin,2 stops,15129,18,5,2.6666666666666665
Jet Airways,Delhi,Cochin,non-stop,5443,15,4,6.25
IndiGo,Banglore,Delhi,non-stop,6860,9,3,3.25
Jet Airways,Kolkata,Banglore,1 stop,13364,1,4,2.9166666666666665
Jet Airways,Delhi,Cochin,1 stop,12239,27,5,6.666666666666667
IndiGo,Kolkata,Banglore,1 stop,4966,9,4,11.0
IndiGo,Banglore,Delhi,non-stop,6144,3,3,4.583333333333333
Jet Airways,Delhi,Cochin,1 stop,12373,9,5,2.75
Air India,Banglore,Delhi,2 stops,10835,18,3,28.0
Air India,Delhi,Cochin,1 stop,7952,6,6,31.666666666666668
IndiGo,Banglore,Delhi,non-stop,3419,9,4,27.33333333333333
Multiple carriers,Delhi,Cochin,1 stop,10197,27,5,2.75
IndiGo,Delhi,Cochin,1 stop,5883,3,6,8.75
Air India,Chennai,Kolkata,non-stop,4667,18,5,14.916666666666666
IndiGo,Delhi,Cochin,2 stops,6223,21,3,2.25
Jet Airways,Kolkata,Banglore,1 stop,7757,6,5,16.416666666666668
IndiGo,Banglore,Delhi,1 stop,11873,3,3,11.083333333333334
Jet Airways,Kolkata,Banglore,1 stop,10844,6,6,5.0
IndiGo,Delhi,Cochin,1 stop,7189,15,5,11.083333333333334
Jet Airways,Delhi,Cochin,1 stop,10262,27,6,5.75
Air Asia,Kolkata,Banglore,non-stop,5989,1,5,14.75
IndiGo,Mumbai,Hyderabad,non-stop,2227,24,6,2.5
Jet Airways,Mumbai,Hyderabad,non-stop,4995,6,6,1.5
Jet Airways,Kolkata,Banglore,1 stop,14231,24,3,1.5
Jet Airways,Kolkata,Banglore,1 stop,10844,18,5,28.25
GoAir,Delhi,Cochin,1 stop,5628,3,3,23.33333333333333
Jet Airways,Kolkata,Banglore,1 stop,10844,9,6,7.583333333333333
Multiple carriers,Delhi,Cochin,1 stop,8937,15,6,21.416666666666668
IndiGo,Kolkata,Banglore,non-stop,5618,6,3,10.75
Air India,Delhi,Cochin,1 stop,6674,9,4,2.583333333333333
GoAir,Banglore,Delhi,non-stop,3898,24,4,12.25
Jet Airways,Kolkata,Banglore,1 stop,10844,24,5,2.833333333333333
Air India,Delhi,Cochin,2 stops,13381,3,6,25.83333333333333
Air India,Delhi,Cochin,2 stops,11972,21,5,23.0
Jet Airways,Delhi,Cochin,1 stop,17024,3,3,26.0
IndiGo,Delhi,Cochin,1 stop,7398,9,4,10.916666666666666
Air India,Banglore,Delhi,2 stops,17461,1,3,5.75
Jet Airways,Kolkata,Banglore,1 stop,13731,24,5,7.25
Jet Airways,Banglore,Delhi,1 stop,13555,18,3,12.25
IndiGo,Kolkata,Banglore,non-stop,4804,27,4,15.333333333333334
Jet Airways,Delhi,Cochin,1 stop,16289,21,5,2.583333333333333
IndiGo,Delhi,Cochin,1 stop,7520,18,5,11.916666666666666
IndiGo,Delhi,Cochin,1 stop,7503,18,5,7.083333333333333
Multiple carriers,Delhi,Cochin,1 stop,8601,27,3,14.916666666666666
Jet Airways,Kolkata,Banglore,1 stop,7064,1,4,10.833333333333334
Air Asia,Kolkata,Banglore,1 stop,5192,6,5,27.58333333333333
SpiceJet,Kolkata,Banglore,1 stop,9158,9,6,11.833333333333334
Multiple carriers,Delhi,Cochin,1 stop,24318,6,3,5.5
Multiple carriers,Delhi,Cochin,1 stop,7038,21,5,8.583333333333334
IndiGo,Banglore,Delhi,non-stop,7303,24,3,11.0
IndiGo,Banglore,Delhi,1 stop,8021,15,3,2.833333333333333
Multiple carriers,Delhi,Cochin,1 stop,14323,15,5,4.75
Air India,Kolkata,Banglore,1 stop,10203,6,6,9.25
Multiple carriers,Delhi,Cochin,1 stop,7408,15,6,13.416666666666666
IndiGo,Mumbai,Hyderabad,non-stop,2227,27,3,6.5
Multiple carriers,Delhi,Cochin,1 stop,16108,15,6,1.4166666666666667
Jet Airways,Delhi,Cochin,1 stop,10262,15,6,7.75
Jet Airways,Delhi,Cochin,1 stop,14714,9,6,18.33333333333333
Jet Airways,Delhi,Cochin,1 stop,10262,3,6,10.0
IndiGo,Delhi,Cochin,1 stop,7640,18,5,20.166666666666668
Vistara,Kolkata,Banglore,1 stop,8610,12,6,8.166666666666666
Jet Airways,Delhi,Cochin,1 stop,12767,21,3,11.666666666666666
IndiGo,Delhi,Cochin,1 stop,6093,12,6,10.833333333333334
IndiGo,Delhi,Cochin,1 stop,6442,27,4,12.166666666666666
Jet Airways,Banglore,Delhi,non-stop,4030,9,5,9.333333333333334
Multiple carriers,Delhi,Cochin,1 stop,7408,6,6,2.75
Multiple carriers,Delhi,Cochin,1 stop,10696,3,6,8.0
SpiceJet,Kolkata,Banglore,non-stop,6982,12,3,9.083333333333334
IndiGo,Mumbai,Hyderabad,non-stop,2754,9,6,2.5
Air India,Banglore,Delhi,1 stop,23677,1,3,1.5
Air India,Kolkata,Banglore,2 stops,13227,1,5,5.5
IndiGo,Mumbai,Hyderabad,non-stop,2754,27,3,23.08333333333333
IndiGo,Delhi,Cochin,1 stop,6758,18,5,1.4166666666666667
Air India,Delhi,Cochin,non-stop,6934,18,5,16.083333333333332
Jet Airways,Delhi,Cochin,2 stops,18799,3,3,3.0
Jet Airways,Mumbai,Hyderabad,non-stop,5678,6,5,13.416666666666666
Jet Airways,Banglore,Delhi,non-stop,4544,1,4,13.333333333333334
Jet Airways,Kolkata,Banglore,1 stop,7757,6,5,3.0
IndiGo,Delhi,Cochin,1 stop,6373,27,5,21.416666666666668
Jet Airways,Delhi,Cochin,2 stops,13376,15,6,5.166666666666667
IndiGo,Kolkata,Banglore,non-stop,5644,3,6,22.0
Jet Airways,Kolkata,Banglore,1 stop,13067,6,5,2.5
Multiple carriers,Delhi,Cochin,1 stop,6513,15,5,24.666666666666668
IndiGo,Mumbai,Hyderabad,non-stop,4392,9,5,9.0
IndiGo,Kolkata,Banglore,non-stop,4778,6,3,1.5
Jet Airways,Kolkata,Banglore,1 stop,10844,18,5,2.833333333333333
Air India,Kolkata,Banglore,2 stops,12723,24,5,24.75
Jet Airways,Kolkata,Banglore,1 stop,11134,24,3,30.666666666666668
Jet Airways,Banglore,Delhi,non-stop,7229,9,5,12.083333333333334
Jet Airways,Delhi,Cochin,1 stop,10262,6,6,3.083333333333333
IndiGo,Kolkata,Banglore,non-stop,4778,24,3,16.916666666666668
IndiGo,Banglore,Delhi,non-stop,8033,15,3,2.833333333333333
Air India,Delhi,Cochin,1 stop,8425,27,5,2.833333333333333
Jet Airways,Delhi,Cochin,2 stops,10919,3,6,25.58333333333333
Multiple carriers,Delhi,Cochin,1 stop,15411,6,3,22.0
Air India,Delhi,Cochin,2 stops,10975,12,6,9.916666666666666
Air India,Kolkata,Banglore,1 stop,6535,24,3,20.33333333333333
Jet Airways,Kolkata,Banglore,1 stop,8355,9,5,28.33333333333333
SpiceJet,Chennai,Kolkata,non-stop,3543,18,6,7.25
Vistara,Kolkata,Banglore,1 stop,12102,24,3,2.333333333333333
Jet Airways,Kolkata,Banglore,1 stop,9314,1,5,22.416666666666668
IndiGo,Delhi,Cochin,1 stop,7503,18,5,16.75
SpiceJet,Delhi,Cochin,1 stop,9748,3,3,6.916666666666667
IndiGo,Kolkata,Banglore,non-stop,4804,27,6,5.166666666666667
Jet Airways,Kolkata,Banglore,1 stop,8586,9,5,2.583333333333333
Jet Airways,Delhi,Cochin,2 stops,13882,24,6,9.833333333333334
Jet Airways,Banglore,Delhi,non-stop,7229,21,5,27.166666666666668
Air India,Mumbai,Hyderabad,non-stop,2575,24,3,2.9166666666666665
IndiGo,Banglore,Delhi,non-stop,3943,21,5,1.3333333333333333
SpiceJet,Delhi,Cochin,1 stop,4760,24,4,3.0
Jet Airways,Kolkata,Banglore,1 stop,8824,24,3,4.5
Air India,Delhi,Cochin,1 stop,6902,21,3,16.083333333333332
Air Asia,Delhi,Cochin,1 stop,6151,21,3,10.25
Air India,Kolkata,Banglore,2 stops,12324,21,5,14.416666666666666
Jet Airways,Banglore,Delhi,1 stop,11087,9,3,12.75
Air Asia,Kolkata,Banglore,non-stop,5964,3,3,4.666666666666667
Jet Airways,Kolkata,Banglore,1 stop,14151,1,5,2.5
Jet Airways,Kolkata,Banglore,1 stop,11467,15,5,25.666666666666668
SpiceJet,Kolkata,Banglore,non-stop,3873,21,5,28.83333333333333
Multiple carriers,Delhi,Cochin,1 stop,13542,21,3,2.333333333333333
Jet Airways,Kolkata,Banglore,1 stop,10844,21,5,10.583333333333334
IndiGo,Banglore,Delhi,non-stop,6144,3,3,12.25
Jet Airways,Delhi,Cochin,1 stop,10262,27,6,2.75
Air Asia,Banglore,Delhi,non-stop,3383,6,4,5.0
Air India,Kolkata,Banglore,1 stop,10413,9,6,2.75
Jet Airways,Kolkata,Banglore,1 stop,13994,9,6,26.916666666666668
Air India,Kolkata,Banglore,2 stops,13143,21,5,9.583333333333334
Multiple carriers,Delhi,Cochin,1 stop,13069,21,3,17.416666666666668
Jet Airways,Delhi,Cochin,2 stops,15129,27,5,10.416666666666666
GoAir,Banglore,Delhi,non-stop,3898,9,6,17.416666666666668
Jet Airways,Kolkata,Banglore,1 stop,13941,9,5,2.75
Air India,Banglore,Delhi,1 stop,6383,21,3,7.916666666666667
Multiple carriers,Delhi,Cochin,1 stop,10406,1,6,24.83333333333333
IndiGo,Delhi,Cochin,1 stop,5883,6,6,13.916666666666666
IndiGo,Delhi,Cochin,1 stop,6838,27,3,10.5
Jet Airways,Kolkata,Banglore,1 stop,14781,21,5,10.25
Jet Airways,Delhi,Cochin,1 stop,10577,9,6,13.333333333333334
Multiple carriers,Delhi,Cochin,1 stop,9646,15,5,8.666666666666666
Vistara,Delhi,Cochin,non-stop,6216,6,6,9.416666666666666
Jet Airways,Delhi,Cochin,non-stop,9564,12,5,3.1666666666666665
Jet Airways,Kolkata,Banglore,1 stop,14781,1,5,3.25
Jet Airways,Banglore,Delhi,non-stop,7229,6,5,7.5
IndiGo,Kolkata,Banglore,non-stop,4148,9,3,3.0
Multiple carriers,Delhi,Cochin,1 stop,7268,27,6,2.75
Air India,Kolkata,Banglore,non-stop,6245,1,6,7.583333333333333
Jet Airways,Delhi,Cochin,2 stops,13376,1,6,2.5
Air Asia,Banglore,Delhi,non-stop,4483,18,4,21.666666666666668
Jet Airways,Delhi,Cochin,1 stop,11627,3,6,2.833333333333333
Vistara,Kolkata,Banglore,1 stop,13310,24,3,26.166666666666668
Jet Airways,Banglore,Delhi,non-stop,7754,21,6,16.166666666666668
IndiGo,Mumbai,Hyderabad,non-stop,2754,1,4,3.083333333333333
Air India,Delhi,Cochin,2 stops,10231,12,6,1.5
Jet Airways,Delhi,Cochin,2 stops,10368,3,6,21.25
Air India,Delhi,Cochin,2 stops,11447,6,6,26.916666666666668
Jet Airways,Delhi,Cochin,2 stops,18799,3,3,26.33333333333333
IndiGo,Kolkata,Banglore,non-stop,4462,9,3,23.0
Jet Airways,Kolkata,Banglore,1 stop,13067,12,5,2.583333333333333
Jet Airways,Kolkata,Banglore,1 stop,12681,1,4,22.75
Vistara,Chennai,Kolkata,non-stop,3687,3,6,24.916666666666668
IndiGo,Delhi,Cochin,1 stop,6628,27,3,2.25
Air India,Delhi,Cochin,1 stop,13832,9,3,8.083333333333334
IndiGo,Banglore,Delhi,non-stop,6860,3,3,10.0
Air India,Kolkata,Banglore,2 stops,10676,12,5,3.0
Jet Airways,Delhi,Cochin,1 stop,14714,3,6,23.166666666666668
Jet Airways,Delhi,Cochin,1 stop,10262,12,6,5.583333333333333
IndiGo,Mumbai,Hyderabad,non-stop,2754,21,5,23.25
Air Asia,Kolkata,Banglore,1 stop,6785,24,3,1.5
Multiple carriers,Delhi,Cochin,1 stop,14067,21,5,15.333333333333334
Jet Airways,Delhi,Cochin,2 stops,15318,21,5,9.5
Jet Airways,Delhi,Cochin,1 stop,14053,9,3,8.416666666666666
Jet Airways,Mumbai,Hyderabad,non-stop,8040,27,6,10.166666666666666
Air India,Kolkata,Banglore,2 stops,12723,6,6,1.4166666666666667
Jet Airways,Delhi,Cochin,1 stop,10262,27,6,27.08333333333333
Air Asia,Delhi,Cochin,1 stop,6151,27,3,22.58333333333333
SpiceJet,Delhi,Cochin,1 stop,5409,3,6,14.416666666666666
Vistara,Kolkata,Banglore,1 stop,9345,21,5,4.916666666666667
Air India,Delhi,Cochin,2 stops,12646,15,6,24.0
Jet Airways,Delhi,Cochin,2 stops,11150,27,6,30.33333333333333
IndiGo,Mumbai,Hyderabad,non-stop,4784,6,3,23.166666666666668
Jet Airways,Delhi,Cochin,1 stop,12242,27,3,1.5
Air Asia,Kolkata,Banglore,1 stop,11323,9,6,6.583333333333333
Air Asia,Kolkata,Banglore,non-stop,4409,18,4,12.0
Jet Airways,Banglore,Delhi,1 stop,16736,6,3,2.5
Air India,Mumbai,Hyderabad,non-stop,3100,27,5,12.416666666666666
Jet Airways,Delhi,Cochin,2 stops,13029,18,5,1.25
IndiGo,Kolkata,Banglore,non-stop,4804,12,6,13.5
Vistara,Kolkata,Banglore,1 stop,9555,24,5,2.5
Jet Airways,Delhi,Cochin,1 stop,10262,27,6,13.166666666666666
Air Asia,Kolkata,Banglore,non-stop,5964,24,3,21.58333333333333
IndiGo,Delhi,Cochin,1 stop,6386,12,6,2.5
Air India,Delhi,Cochin,1 stop,6377,9,4,5.75
SpiceJet,Chennai,Kolkata,non-stop,3807,18,3,11.25
Multiple carriers,Delhi,Cochin,1 stop,13377,3,6,2.25
SpiceJet,Kolkata,Banglore,non-stop,3841,12,4,9.5
Air India,Kolkata,Banglore,1 stop,6528,6,6,2.4166666666666665
Air India,Mumbai,Hyderabad,non-stop,3100,24,5,24.0
Vistara,Chennai,Kolkata,non-stop,3687,24,6,1.3333333333333333
Jet Airways,Banglore,Delhi,1 stop,14815,6,3,2.25
IndiGo,Banglore,Delhi,non-stop,3943,12,6,21.08333333333333
Jet Airways,Delhi,Cochin,1 stop,14714,12,6,2.833333333333333
SpiceJet,Kolkata,Banglore,1 stop,4859,24,4,7.5
Jet Airways,Kolkata,Banglore,1 stop,10844,18,5,5.25
IndiGo,Banglore,Delhi,1 stop,4410,18,3,8.5
IndiGo,Mumbai,Hyderabad,non-stop,2754,21,5,4.916666666666667
Jet Airways,Banglore,Delhi,non-stop,7229,6,4,1.5
IndiGo,Banglore,Delhi,non-stop,5694,9,3,3.0
Multiple carriers,Delhi,Cochin,1 stop,9424,9,5,2.833333333333333
Jet Airways,Delhi,Cochin,1 stop,10262,15,6,8.5
Air India,Delhi,Cochin,2 stops,12199,9,6,23.25
Vistara,Banglore,Delhi,non-stop,4668,6,5,14.416666666666666
Jet Airways,Banglore,Delhi,1 stop,7832,21,3,2.833333333333333
SpiceJet,Banglore,Delhi,non-stop,4945,21,3,19.0
Air India,Banglore,Delhi,2 stops,11791,3,3,2.9166666666666665
SpiceJet,Kolkata,Banglore,non-stop,3841,12,4,40.333333333333336
GoAir,Banglore,Delhi,non-stop,4239,3,4,2.583333333333333
Jet Airways,Banglore,Delhi,1 stop,14815,6,3,2.75
Jet Airways,Delhi,Cochin,2 stops,13014,9,6,10.666666666666666
Multiple carriers,Delhi,Cochin,1 stop,11789,9,6,9.333333333333334
Jet Airways,Kolkata,Banglore,1 stop,10031,24,3,8.666666666666666
Air India,Kolkata,Banglore,2 stops,13616,15,5,9.0
Multiple carriers,Delhi,Cochin,1 stop,6838,21,3,31.916666666666668
Jet Airways,Banglore,Delhi,non-stop,7229,24,5,6.583333333333333
IndiGo,Banglore,Delhi,non-stop,4990,12,4,3.0
GoAir,Delhi,Cochin,1 stop,5752,27,5,2.75
